EmployeeID,Age,Attrition,BusinessTravel,Department,JobRole,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
2113,41,No,Travel_Rarely,Research & Development,Manager,17,4,Life Sciences,3,Male,5,4,Married,15518,3,Yes,18,4,1,11,3,2,7,3,3
2114,18,No,Non-Travel,Research & Development,Research Scientist,2,4,Life Sciences,2,Male,5,1,Single,16691,2,No,12,3,0,0,1,3,0,0,0
2115,32,No,Travel_Rarely,Sales,Manager,4,3,Life Sciences,4,Female,2,1,Single,5769,6,No,16,3,0,3,1,2,0,0,0
2116,27,No,Travel_Rarely,Research & Development,Healthcare Representative,10,3,Life Sciences,4,Female,1,2,Single,6698,0,No,15,4,0,2,3,3,1,1,0
2117,21,No,Travel_Rarely,Research & Development,Research Scientist,6,3,Marketing,3,Male,5,4,Single,11991,1,No,13,3,0,3,3,2,2,2,2
2118,37,No,Travel_Rarely,Research & Development,Laboratory Technician,1,4,Life Sciences,2,Male,5,2,Single,14507,2,No,14,3,0,11,1,3,8,1,0
2119,27,No,Travel_Rarely,Research & Development,Laboratory Technician,21,1,Marketing,4,Male,5,2,Married,11576,1,No,13,4,2,9,3,2,6,0,2
2120,31,No,Travel_Rarely,Research & Development,Manager,4,3,Technical Degree,3,Female,5,4,Single,11513,3,No,14,3,3,8,5,3,7,0,3
2121,24,No,Travel_Rarely,Research & Development,Manufacturing Director,3,2,Technical Degree,3,Male,1,4,Single,7409,3,Yes,14,3,0,3,2,3,3,3,0
2122,32,No,Travel_Rarely,Sales,Sales Representative,29,3,Life Sciences,3,Male,3,2,Married,9142,2,No,15,3,1,6,0,3,5,2,0
2123,45,No,Travel_Frequently,Research & Development,Manufacturing Director,15,1,Other,3,Female,2,2,Married,3959,4,Yes,15,4,0,17,3,2,5,1,5
2124,48,No,Travel_Rarely,Sales,Sales Executive,21,4,Technical Degree,2,Female,4,3,Married,12470,3,No,24,3,0,6,4,3,6,3,3
2125,30,No,Travel_Frequently,Research & Development,Manager,10,3,Other,3,Male,4,3,Single,9434,1,No,11,3,0,6,2,4,4,4,3
2126,51,No,Travel_Rarely,Sales,Manager,5,4,Technical Degree,2,Male,5,4,Single,11173,2,No,16,3,0,2,1,2,0,0,0
2127,46,No,Travel_Frequently,Research & Development,Manager,20,3,Other,4,Male,4,4,Single,11747,3,No,12,3,1,5,2,4,5,3,0
2128,41,No,Non-Travel,Research & Development,Manager,5,1,Other,2,Female,5,3,Married,17216,1,Yes,17,4,1,14,2,3,1,0,1
2129,40,No,Travel_Frequently,Sales,Sales Representative,7,2,Human Resources,1,Male,3,2,Single,7666,3,No,11,3,1,12,6,2,8,0,6
2130,34,Yes,Non-Travel,Research & Development,Manager,29,2,Other,3,Male,5,4,Married,13320,2,Yes,16,4,0,16,1,1,15,1,12
2131,45,Yes,Travel_Rarely,Sales,Manager,3,4,Technical Degree,4,Female,1,1,Married,2245,2,No,12,3,0,1,1,2,0,0,0
2132,24,No,Travel_Rarely,Sales,Manager,1,3,Life Sciences,4,Female,1,2,Married,8001,4,No,21,3,0,5,5,3,1,1,0
2133,29,No,Travel_Rarely,Sales,Manager,2,2,Technical Degree,2,Female,4,3,Single,8488,3,No,14,4,1,10,2,4,8,0,4
2134,45,No,Travel_Rarely,Human Resources,Human Resources,2,3,Human Resources,3,Male,2,1,Divorced,7778,1,No,12,3,2,5,2,4,3,2,1
2135,30,Yes,Travel_Rarely,Sales,Manager,7,3,Other,1,Female,3,4,Divorced,13320,3,No,14,3,0,12,3,2,11,0,10
2136,36,No,Travel_Rarely,Research & Development,Manager,5,2,Life Sciences,2,Male,3,4,Divorced,7229,1,No,15,3,3,3,3,3,3,3,0
2137,27,Yes,Travel_Frequently,Sales,Sales Representative,2,1,Marketing,3,Male,1,4,Married,1819,0,Yes,16,3,0,1,4,1,1,1,1
2138,43,No,Travel_Rarely,Research & Development,Manufacturing Director,5,4,Medical,3,Male,1,4,Divorced,5181,3,No,14,3,1,0,2,3,0,0,0
2139,29,No,Travel_Rarely,Sales,Sales Representative,4,3,Other,1,Female,3,3,Married,8699,1,Yes,14,4,0,11,3,3,11,0,1
2140,32,No,Travel_Rarely,Sales,Sales Executive,3,3,Technical Degree,3,Female,2,3,Divorced,5860,2,No,18,3,2,0,2,2,0,0,0
2141,37,No,Travel_Rarely,Sales,Sales Executive,5,3,Human Resources,2,Male,3,3,Single,9201,1,No,11,3,0,19,4,3,19,4,0
2142,47,No,Non-Travel,Research & Development,Healthcare Representative,4,3,Medical,4,Female,1,4,Single,7393,2,No,17,3,0,8,4,4,8,5,0
2143,34,No,Travel_Frequently,Research & Development,Manufacturing Director,29,3,Technical Degree,3,Male,2,3,Married,5854,3,No,11,3,1,2,3,3,2,1,2
2144,34,Yes,Travel_Frequently,Research & Development,Manufacturing Director,1,4,Marketing,1,Male,2,2,Married,8951,1,No,14,3,0,16,0,3,11,1,11
2145,21,No,Travel_Rarely,Research & Development,Manager,15,3,Technical Degree,4,Male,3,4,Married,7202,1,No,11,3,0,3,3,4,3,2,1
2146,34,No,Non-Travel,Research & Development,Healthcare Representative,4,1,Technical Degree,1,Male,1,1,Single,3286,6,No,12,3,0,3,0,3,0,0,0
2147,31,Yes,Travel_Rarely,Sales,Sales Executive,2,2,Human Resources,2,Male,1,1,Married,6229,4,No,17,3,1,6,4,3,6,3,3
2148,46,No,Travel_Frequently,Research & Development,Research Scientist,6,3,Other,3,Male,1,3,Divorced,2716,3,No,12,3,0,7,2,3,2,1,0
2149,46,No,Travel_Rarely,Sales,Sales Representative,3,3,Life Sciences,1,Male,3,4,Married,8880,1,No,12,4,0,2,4,4,0,0,0
2150,35,No,Travel_Rarely,Human Resources,Human Resources,8,5,Human Resources,3,Male,5,3,Married,14384,2,No,11,4,1,3,3,1,0,0,0
2151,32,No,Travel_Rarely,Research & Development,Manufacturing Director,8,3,Marketing,3,Male,5,3,Married,14281,0,No,12,3,1,2,2,3,0,0,0
2152,37,No,Travel_Rarely,Sales,Sales Executive,11,3,Marketing,4,Female,2,4,Divorced,3635,1,No,22,3,1,4,2,2,3,3,1
2153,30,No,Travel_Frequently,Sales,Manager,2,2,Human Resources,4,Male,2,2,Married,6164,1,No,17,3,2,3,3,2,3,1,1
2154,45,No,Travel_Rarely,Sales,Sales Representative,3,3,Human Resources,1,Female,3,3,Married,9265,1,No,11,3,1,9,3,2,6,0,0
2155,36,No,Travel_Rarely,Research & Development,Manufacturing Director,19,2,Life Sciences,4,Male,5,3,Married,10599,2,No,16,3,0,4,2,3,4,0,4
2156,43,No,Travel_Rarely,Research & Development,Laboratory Technician,1,3,Technical Degree,1,Male,2,2,Divorced,5410,7,No,17,3,3,8,3,2,7,3,7
2157,39,Yes,Travel_Frequently,Sales,Sales Executive,3,4,Medical,3,Male,1,3,Single,5208,3,No,11,3,0,5,3,2,5,4,5
2158,51,No,Travel_Rarely,Research & Development,Manager,1,1,Medical,4,Female,3,4,Single,7180,1,No,11,3,0,2,3,1,1,0,0
2159,34,Yes,Non-Travel,Human Resources,Human Resources,25,3,Marketing,3,Male,1,4,Married,4714,3,Yes,13,3,0,16,4,3,12,0,1
2160,38,Yes,Travel_Rarely,Sales,Sales Executive,5,3,Technical Degree,1,Male,1,1,Divorced,3417,1,No,11,4,0,3,2,3,0,0,0
2161,42,No,Travel_Rarely,Research & Development,Research Scientist,21,5,Marketing,4,Male,2,4,Married,6422,5,No,16,3,2,0,4,3,0,0,0
2162,31,No,Travel_Rarely,Research & Development,Healthcare Representative,1,4,Medical,3,Female,3,4,Divorced,7706,6,No,13,3,2,5,2,2,5,0,2
2163,36,Yes,Non-Travel,Sales,Sales Executive,10,3,Human Resources,4,Male,1,3,Married,5663,2,Yes,14,3,1,4,5,2,4,3,0
2164,18,Yes,Travel_Rarely,Research & Development,Manager,1,3,Medical,3,Female,2,3,Married,8084,2,Yes,24,3,1,0,3,3,0,0,0
2165,33,Yes,Travel_Rarely,Research & Development,Manufacturing Director,4,4,Other,3,Male,1,1,Single,4846,4,Yes,15,3,1,15,3,2,15,2,5
2166,43,No,Travel_Rarely,Sales,Manager,19,3,Technical Degree,3,Male,2,1,Married,7018,1,No,16,3,1,4,2,3,4,2,1
2167,32,Yes,Travel_Rarely,Research & Development,Laboratory Technician,2,3,Technical Degree,3,Male,2,3,Married,4594,2,Yes,17,3,1,14,3,1,13,0,4
2168,26,No,Travel_Frequently,Research & Development,Manufacturing Director,2,3,Life Sciences,4,Female,1,2,Divorced,2774,6,No,17,4,1,5,2,3,2,2,1
2169,38,No,Travel_Rarely,Research & Development,Research Scientist,1,4,Technical Degree,4,Male,2,4,Married,7349,4,No,12,3,1,5,5,4,5,2,0
2170,42,No,Travel_Rarely,Sales,Manager,5,2,Marketing,3,Female,3,1,Single,12467,3,No,21,3,0,2,2,3,2,1,0
2171,43,No,Travel_Rarely,Research & Development,Research Scientist,1,2,Marketing,2,Female,4,4,Single,11354,2,No,11,3,2,10,1,3,9,2,5
2172,30,No,Travel_Rarely,Research & Development,Manager,7,4,Marketing,3,Male,2,3,Divorced,4056,1,No,11,4,1,3,0,2,2,0,0
2173,39,No,Travel_Frequently,Research & Development,Research Scientist,17,3,Marketing,3,Male,1,1,Single,3411,2,No,17,3,3,2,5,3,1,1,1
2174,26,No,Travel_Rarely,Research & Development,Manufacturing Director,10,4,Marketing,2,Male,1,1,Married,3105,3,No,19,3,2,6,4,2,5,1,5
2175,37,No,Travel_Frequently,Research & Development,Healthcare Representative,6,4,Technical Degree,4,Male,1,3,Married,6655,2,No,11,3,2,13,4,3,8,6,4
2176,23,No,Travel_Rarely,Human Resources,Human Resources,29,3,Marketing,4,Female,4,3,Married,13281,3,No,24,3,1,5,2,4,5,1,0
2177,38,Yes,Travel_Rarely,Research & Development,Laboratory Technician,2,4,Marketing,3,Male,3,3,Married,5864,2,Yes,13,3,2,8,2,2,7,1,6
2178,50,No,Travel_Rarely,Research & Development,Laboratory Technician,4,4,Human Resources,2,Male,1,4,Married,6073,2,No,11,3,1,4,2,3,4,0,0
2179,49,Yes,Travel_Rarely,Sales,Sales Representative,11,2,Marketing,4,Male,1,1,Married,1893,1,Yes,18,3,0,3,4,1,0,0,0
2180,40,No,Travel_Rarely,Research & Development,Research Scientist,5,4,Human Resources,3,Female,1,1,Single,5341,1,No,11,3,1,2,5,3,2,0,0
2181,36,No,Travel_Rarely,Sales,Manager,27,1,Medical,3,Female,1,4,Single,6483,4,No,11,3,2,9,2,3,7,0,5
2182,38,Yes,Travel_Frequently,Research & Development,Healthcare Representative,8,4,Human Resources,2,Female,2,3,Single,9194,3,Yes,17,3,0,10,3,4,8,0,6
2183,39,No,Travel_Rarely,Research & Development,Laboratory Technician,6,2,Technical Degree,4,Male,5,4,Divorced,15957,0,No,14,3,0,9,2,3,9,0,2
2184,24,No,Travel_Frequently,Sales,Sales Representative,5,2,Medical,3,Female,1,4,Single,2928,3,No,14,3,1,1,2,3,1,0,1
2185,39,No,Travel_Rarely,Human Resources,Human Resources,7,3,Human Resources,4,Female,2,4,Single,7987,3,No,16,3,1,21,2,4,21,0,1
2186,39,No,Travel_Rarely,Sales,Sales Executive,1,4,Other,4,Male,1,3,Single,4180,3,No,13,3,0,5,5,2,2,0,2
2187,34,No,Non-Travel,Sales,Manager,9,5,Technical Degree,2,Female,1,4,Married,6740,1,No,11,3,1,12,3,3,12,0,0
2188,41,Yes,Non-Travel,Research & Development,Manufacturing Director,11,2,Marketing,4,Male,4,1,Divorced,10729,4,No,11,3,0,1,3,3,0,0,0
2189,52,No,Travel_Rarely,Research & Development,Healthcare Representative,6,2,Human Resources,2,Male,2,4,Divorced,10851,1,No,11,3,0,3,3,3,0,0,0
2190,40,No,Travel_Rarely,Research & Development,Manufacturing Director,4,4,Technical Degree,3,Female,1,2,Married,5159,1,No,15,3,3,6,3,3,0,0,0
2191,47,No,Travel_Rarely,Research & Development,Manager,2,3,Human Resources,2,Female,1,4,Single,5498,2,No,12,3,2,18,2,3,6,0,0
2192,44,No,Travel_Rarely,Research & Development,Manufacturing Director,4,2,Medical,3,Female,2,2,Married,7517,1,No,17,3,3,4,0,3,0,0,0
2193,34,No,Travel_Rarely,Sales,Sales Representative,1,3,Marketing,3,Male,4,4,Divorced,15485,4,No,12,3,1,4,6,3,4,3,2
2194,39,Yes,Travel_Frequently,Research & Development,Manager,17,2,Marketing,2,Female,4,1,Married,13592,1,Yes,11,3,0,1,2,3,1,0,1
2195,46,No,Travel_Frequently,Research & Development,Laboratory Technician,1,3,Medical,4,Male,3,2,Married,4310,4,Yes,14,3,0,11,2,1,9,2,3
2196,44,No,Travel_Rarely,Research & Development,Healthcare Representative,8,3,Human Resources,4,Male,1,3,Married,5277,5,Yes,17,3,3,0,2,3,0,0,0
2197,52,No,Travel_Rarely,Sales,Sales Representative,4,4,Other,3,Female,1,3,Married,2389,2,No,13,3,0,3,1,3,1,0,0
2198,28,No,Non-Travel,Sales,Sales Representative,19,3,Technical Degree,1,Male,1,4,Married,3600,2,No,20,3,1,8,3,4,8,0,0
2199,18,No,Travel_Frequently,Sales,Sales Executive,7,3,Marketing,3,Male,5,1,Married,14817,1,No,13,4,1,0,4,4,0,0,0
2200,49,No,Travel_Rarely,Research & Development,Manufacturing Director,2,4,Marketing,1,Female,2,2,Divorced,7675,3,Yes,13,3,0,1,2,3,1,1,1
2201,33,Yes,Travel_Rarely,Research & Development,Manufacturing Director,10,4,Medical,2,Male,2,4,Married,4174,4,No,21,4,0,1,2,3,0,0,0
2202,34,No,Travel_Rarely,Sales,Sales Representative,6,3,Other,3,Male,5,3,Single,14696,2,No,17,3,1,5,3,3,1,1,0
2203,43,No,Travel_Frequently,Research & Development,Manager,6,1,Marketing,4,Female,2,4,Single,8041,4,No,15,3,1,21,2,3,15,1,2
2204,30,No,Travel_Rarely,Research & Development,Healthcare Representative,3,3,Medical,4,Male,1,3,Divorced,7797,2,No,13,4,0,5,3,3,3,2,0
2205,52,No,Travel_Rarely,Research & Development,Healthcare Representative,3,4,Other,2,Male,2,3,Married,5717,1,Yes,19,3,1,25,2,3,0,0,0
2206,19,Yes,Travel_Rarely,Research & Development,Healthcare Representative,1,3,Human Resources,3,Female,3,1,Married,3683,2,No,11,3,0,1,2,1,1,1,0
2207,30,No,Travel_Rarely,Research & Development,Healthcare Representative,6,4,Technical Degree,3,Female,1,3,Single,4800,2,No,18,3,1,6,3,3,4,0,4
2208,49,No,Travel_Rarely,Research & Development,Laboratory Technician,1,4,Medical,1,Male,5,1,Married,15147,3,No,14,3,1,7,1,3,6,4,6
2209,41,No,Travel_Rarely,Research & Development,Healthcare Representative,10,4,Technical Degree,3,Male,2,1,Married,4043,0,No,16,3,1,6,2,3,3,0,1
2210,41,No,Travel_Frequently,Research & Development,Laboratory Technician,2,4,Medical,3,Female,2,2,Single,4038,4,No,15,3,0,15,2,3,15,1,3
2211,41,No,Travel_Rarely,Research & Development,Laboratory Technician,5,2,Other,4,Female,2,2,Single,7305,5,No,20,3,1,19,2,1,6,6,1
2212,29,Yes,Travel_Frequently,Research & Development,Research Scientist,1,2,Human Resources,3,Female,1,4,Single,3471,4,Yes,14,3,0,11,3,1,2,1,0
2213,32,No,Travel_Rarely,Sales,Sales Executive,21,3,Medical,2,Female,1,1,Single,4923,0,No,17,3,2,2,6,3,2,1,0
2214,28,Yes,Travel_Rarely,Research & Development,Laboratory Technician,29,2,Medical,4,Male,1,1,Single,1009,1,Yes,18,3,1,5,5,2,5,1,1
2215,19,No,Travel_Rarely,Research & Development,Laboratory Technician,11,2,Life Sciences,4,Female,2,3,Single,8940,7,No,14,3,1,1,0,4,0,0,0
2216,28,No,Travel_Rarely,Research & Development,Laboratory Technician,6,3,Human Resources,4,Male,2,3,Married,6878,3,No,11,3,1,6,5,2,6,6,3
2217,36,No,Travel_Rarely,Sales,Manager,1,1,Human Resources,4,Male,1,3,Married,3178,1,No,14,3,0,1,3,2,1,1,1
2218,39,Yes,Travel_Rarely,Sales,Sales Representative,1,2,Medical,3,Male,2,4,Single,7202,1,Yes,15,3,1,20,6,2,19,3,2
2219,31,No,Travel_Rarely,Research & Development,Laboratory Technician,6,2,Medical,1,Male,1,3,Married,5014,1,Yes,11,3,1,5,0,2,4,0,2
2220,37,No,Non-Travel,Sales,Manager,5,1,Medical,1,Male,1,2,Married,7384,4,No,16,3,2,15,2,3,6,0,0
2221,34,No,Travel_Frequently,Research & Development,Manufacturing Director,3,3,Technical Degree,4,Male,1,3,Divorced,4062,1,No,16,3,2,9,2,2,8,0,5
2222,33,No,Travel_Rarely,Research & Development,Healthcare Representative,7,3,Technical Degree,3,Male,2,3,Divorced,5421,2,No,11,3,0,3,2,2,0,0,0
2223,27,No,Travel_Frequently,Research & Development,Healthcare Representative,4,3,Human Resources,1,Male,2,2,Single,4580,3,No,17,3,1,5,1,3,2,1,1
2224,45,No,Travel_Rarely,Research & Development,Manufacturing Director,16,1,Life Sciences,1,Male,3,3,Married,8154,4,Yes,18,3,2,7,3,2,7,1,2
2225,53,No,Travel_Frequently,Research & Development,Research Scientist,1,5,Technical Degree,1,Female,1,3,Married,4963,2,No,14,3,2,1,2,1,0,0,0
2226,29,No,Travel_Rarely,Research & Development,Healthcare Representative,29,4,Marketing,2,Male,2,2,Single,11795,3,Yes,16,3,0,3,1,2,2,2,2
2227,33,No,Travel_Rarely,Research & Development,Research Scientist,17,4,Life Sciences,3,Female,1,2,Single,7038,1,No,18,3,0,2,3,2,1,0,1
2228,49,No,Travel_Rarely,Research & Development,Manager,11,3,Medical,1,Male,1,4,Married,2990,2,No,11,3,1,4,2,2,3,0,2
2229,34,No,Travel_Rarely,Research & Development,Research Scientist,5,2,Human Resources,4,Male,1,4,Married,5782,3,Yes,12,4,1,7,4,1,5,0,1
2230,35,No,Travel_Rarely,Research & Development,Healthcare Representative,1,4,Other,1,Male,3,1,Divorced,10975,5,No,16,3,0,15,1,3,4,4,0
2231,36,No,Travel_Frequently,Sales,Sales Representative,2,2,Marketing,3,Male,1,3,Single,4499,3,No,11,3,3,6,1,2,5,0,0
2232,45,No,Travel_Rarely,Research & Development,Manager,6,3,Medical,1,Female,2,3,Married,7838,2,No,11,3,1,7,2,3,7,2,1
2233,36,Yes,Travel_Frequently,Research & Development,Manufacturing Director,1,4,Human Resources,4,Male,2,2,Single,4559,4,No,13,4,0,3,1,3,0,0,0
2234,33,No,Non-Travel,Research & Development,Manufacturing Director,12,3,Medical,2,Male,5,2,Married,14970,5,No,15,3,2,7,4,3,5,3,5
2235,33,No,Travel_Rarely,Research & Development,Manager,10,3,Life Sciences,4,Female,2,4,Married,6402,1,No,11,4,0,5,4,4,4,2,1
2236,56,No,Travel_Frequently,Research & Development,Healthcare Representative,3,2,Human Resources,4,Female,1,4,Married,6151,0,No,11,3,3,13,2,3,8,6,0
2237,37,No,Travel_Rarely,Sales,Sales Representative,2,4,Marketing,4,Male,1,2,Divorced,6732,3,No,13,3,1,12,2,2,7,6,6
2238,25,No,Travel_Rarely,Human Resources,Human Resources,1,4,Life Sciences,4,Male,2,1,Single,4490,1,No,11,3,1,7,0,3,7,0,7
2239,38,No,Travel_Rarely,Research & Development,Manager,6,1,Life Sciences,3,Male,2,3,Married,8038,2,No,11,3,1,10,2,3,8,1,2
2240,50,No,Travel_Frequently,Sales,Manager,7,3,Technical Degree,2,Female,1,4,Married,5079,1,No,11,3,0,2,0,3,2,2,2
2241,42,Yes,Travel_Rarely,Research & Development,Laboratory Technician,9,3,Medical,3,Female,3,4,Single,8623,3,Yes,12,4,0,9,2,3,2,1,2
2242,45,No,Travel_Rarely,Sales,Manager,11,1,Life Sciences,2,Male,1,4,Married,4716,2,Yes,14,3,1,27,1,4,25,0,1
2243,38,No,Non-Travel,Research & Development,Manufacturing Director,16,4,Technical Degree,3,Female,3,3,Married,7972,4,No,22,3,0,7,3,2,1,0,1
2244,31,No,Travel_Rarely,Research & Development,Healthcare Representative,18,5,Life Sciences,4,Female,2,2,Married,7708,3,No,19,3,0,13,2,2,13,2,0
2245,41,No,Travel_Rarely,Research & Development,Manager,6,4,Human Resources,1,Female,2,4,Divorced,5711,1,No,14,3,1,2,1,3,0,0,0
2246,34,No,Travel_Rarely,Research & Development,Research Scientist,6,3,Other,2,Male,3,4,Single,10205,2,No,15,4,1,10,2,4,5,0,2
2247,54,No,Travel_Rarely,Research & Development,Manufacturing Director,14,3,Technical Degree,3,Male,3,3,Married,9646,5,Yes,14,4,1,2,2,3,0,0,0
2248,34,No,Travel_Rarely,Research & Development,Healthcare Representative,1,4,Marketing,3,Male,4,2,Married,9937,2,Yes,13,3,1,1,5,3,0,0,0
2249,18,Yes,Travel_Rarely,Research & Development,Laboratory Technician,2,3,Marketing,3,Male,1,1,Married,3472,3,No,14,3,0,0,2,2,0,0,0
2250,35,No,Travel_Rarely,Research & Development,Laboratory Technician,3,2,Technical Degree,1,Male,2,3,Married,9822,2,No,14,3,1,13,2,4,9,4,0
2251,48,No,Travel_Frequently,Research & Development,Manufacturing Director,6,5,Other,4,Female,2,3,Single,6160,2,Yes,15,4,0,0,1,3,0,0,0
2252,42,Yes,Travel_Rarely,Sales,Sales Executive,13,3,Other,4,Male,1,1,Single,2093,3,No,20,3,0,1,2,3,1,1,1
2253,50,No,Travel_Rarely,Sales,Sales Representative,5,2,Life Sciences,3,Female,1,4,Married,7785,1,No,19,3,2,3,4,2,0,0,0
2254,25,No,Travel_Rarely,Research & Development,Manufacturing Director,2,2,Marketing,3,Female,3,1,Divorced,7384,2,No,11,3,1,1,3,3,0,0,0
2255,56,No,Non-Travel,Research & Development,Healthcare Representative,6,4,Life Sciences,4,Male,3,1,Single,11474,3,No,17,3,1,7,2,3,7,0,0
2256,38,No,Travel_Rarely,Sales,Manager,1,2,Medical,4,Female,4,3,Married,7892,2,No,17,3,0,12,2,2,10,8,2
2257,35,No,Travel_Rarely,Research & Development,Manufacturing Director,9,3,Medical,3,Male,2,4,Single,7566,5,Yes,16,3,2,2,1,3,1,1,0
2258,56,Yes,Travel_Rarely,Research & Development,Laboratory Technician,28,1,Marketing,3,Male,1,4,Married,9767,2,Yes,15,3,2,18,2,3,15,2,3
2259,53,No,Travel_Rarely,Sales,Sales Representative,2,4,Technical Degree,2,Male,2,1,Divorced,9067,2,Yes,15,3,2,11,3,3,6,0,6
2260,28,No,Travel_Rarely,Research & Development,Laboratory Technician,2,3,Medical,2,Male,3,3,Married,10704,5,No,11,3,1,4,2,3,3,0,0
2261,30,No,Travel_Rarely,Research & Development,Laboratory Technician,10,3,Life Sciences,3,Male,4,4,Married,10060,2,No,13,3,2,12,4,3,4,4,0
2262,38,Yes,Travel_Rarely,Sales,Sales Representative,9,2,Human Resources,3,Male,1,3,Married,3260,3,No,13,3,2,6,2,3,0,0,0
2263,47,No,Travel_Rarely,Research & Development,Manufacturing Director,29,4,Human Resources,2,Male,1,4,Married,9067,4,No,13,3,1,10,2,3,3,1,0
2264,48,No,Travel_Rarely,Research & Development,Manufacturing Director,11,3,Human Resources,1,Female,3,2,Divorced,12496,3,Yes,15,3,2,10,3,3,7,3,1
2265,46,No,Travel_Rarely,Sales,Sales Representative,15,4,Technical Degree,2,Female,1,4,Divorced,4929,4,No,21,3,0,4,3,3,3,2,0
2266,49,No,Travel_Rarely,Research & Development,Manufacturing Director,3,4,Marketing,4,Male,2,4,Single,4310,2,No,15,3,2,2,2,4,2,0,0
2267,38,No,Travel_Rarely,Research & Development,Manager,5,2,Technical Degree,2,Female,3,3,Single,6898,1,No,15,3,2,7,3,3,5,3,3
2268,33,Yes,Travel_Rarely,Research & Development,Manufacturing Director,1,2,Life Sciences,1,Female,2,1,Single,11760,1,No,14,3,0,1,0,3,0,0,0
2269,43,Yes,Travel_Rarely,Sales,Sales Executive,7,2,Technical Degree,4,Female,2,2,Married,8169,3,No,14,3,1,12,3,4,4,1,3
2270,41,No,Travel_Rarely,Research & Development,Manager,6,3,Technical Degree,4,Male,2,3,Single,9661,6,Yes,11,3,0,0,2,2,0,0,0
2271,37,Yes,Travel_Rarely,Research & Development,Manager,5,4,Human Resources,4,Female,2,3,Married,6697,1,No,15,3,0,1,2,2,1,1,0
2272,44,No,Travel_Frequently,Research & Development,Manufacturing Director,1,3,Life Sciences,3,Male,3,4,Single,10343,2,No,14,3,1,2,2,2,1,1,1
2273,29,No,Travel_Frequently,Research & Development,Laboratory Technician,1,3,Marketing,4,Male,1,1,Married,6168,4,No,15,4,2,9,5,3,8,3,2
2274,49,Yes,Travel_Rarely,Research & Development,Laboratory Technician,1,2,Marketing,1,Female,4,3,Divorced,14673,4,Yes,14,3,0,7,2,3,7,0,0
2275,34,No,Travel_Rarely,Sales,Sales Executive,8,4,Technical Degree,1,Male,2,2,Married,4655,3,No,14,4,1,16,0,3,16,0,5
2276,49,Yes,Travel_Rarely,Research & Development,Research Scientist,22,3,Technical Degree,1,Male,1,1,Married,3668,1,No,18,3,0,1,2,2,0,0,0
2277,29,No,Travel_Rarely,Sales,Manager,5,1,Life Sciences,4,Female,2,3,Single,6680,2,No,14,3,0,10,2,3,6,1,1
2278,59,No,Travel_Rarely,Sales,Manager,8,4,Technical Degree,2,Female,2,4,Divorced,8858,2,No,19,3,1,9,3,4,8,0,5
2279,38,Yes,Travel_Rarely,Research & Development,Manufacturing Director,6,3,Marketing,2,Male,3,3,Single,9211,2,No,13,3,1,3,3,3,2,2,1
2280,35,No,Travel_Frequently,Research & Development,Laboratory Technician,29,4,Other,4,Male,5,4,Divorced,12334,4,No,16,3,1,10,2,3,6,5,0
2281,43,No,Travel_Rarely,Research & Development,Research Scientist,6,2,Life Sciences,4,Male,3,4,Married,9398,3,No,14,3,0,1,0,3,1,1,1
2282,23,No,Non-Travel,Sales,Sales Executive,15,4,Human Resources,3,Male,2,4,Married,9283,5,No,15,3,2,5,0,3,5,5,3
2283,49,No,Travel_Rarely,Research & Development,Manufacturing Director,3,5,Life Sciences,1,Female,1,3,Married,1657,1,No,16,3,3,6,2,1,3,1,1
2284,37,No,Travel_Frequently,Sales,Sales Executive,21,4,Technical Degree,3,Female,2,1,Single,6279,3,No,14,3,2,6,3,4,5,2,3
2285,45,No,Travel_Rarely,Human Resources,Human Resources,4,2,Other,1,Male,4,4,Single,10262,2,Yes,11,3,1,7,2,3,1,0,0
2286,25,No,Travel_Rarely,Research & Development,Healthcare Representative,2,2,Technical Degree,1,Female,2,2,Divorced,7057,2,No,16,3,0,7,3,4,7,0,5
2287,19,No,Travel_Rarely,Research & Development,Laboratory Technician,12,2,Technical Degree,4,Female,2,3,Married,7303,6,No,21,3,2,1,3,3,0,0,0
2288,30,Yes,Travel_Rarely,Sales,Manager,11,3,Human Resources,1,Male,1,1,Divorced,4742,1,Yes,15,4,0,2,1,3,1,1,1
2289,49,No,Travel_Rarely,Research & Development,Manufacturing Director,12,4,Other,3,Female,1,4,Single,4721,3,No,11,3,3,12,3,3,1,0,1
2290,31,Yes,Travel_Rarely,Sales,Manager,7,2,Technical Degree,2,Female,1,4,Divorced,9246,2,No,16,3,0,10,2,2,10,0,5
2291,39,No,Travel_Rarely,Sales,Manager,13,3,Human Resources,1,Male,3,1,Single,9345,1,Yes,13,4,0,2,2,3,0,0,0
2292,52,No,Travel_Frequently,Research & Development,Healthcare Representative,1,3,Other,4,Male,2,4,Divorced,5145,2,No,17,3,0,9,2,3,8,1,0
2293,49,Yes,Travel_Rarely,Research & Development,Research Scientist,1,3,Other,1,Male,2,3,Married,7546,3,Yes,11,3,0,6,0,4,3,0,3
